Lat,Lng,Alt,Spd
-117.6310122,-0.15,0.02,308.14
-117.6310121,-0.15,0.03,308.14
-117.6310121,-0.15,0.02,308.14
-117.6310121,-0.15,0.04,308.14
-117.6310121,-0.15,0.04,308.14
-117.6310121,-0.16,0.04,308.14
-117.631012,-0.16,0.06,308.14
-117.6310119,-0.16,0.02,308.14
-117.6310119,-0.16,0.06,308.14
-117.6310118,-0.16,0.08,308.14
-117.6310117,-0.16,0.04,308.14
-117.6310117,-0.15,0.02,308.14
-117.6310116,-0.14,0.08,308.14
-117.6310114,-0.13,0.07,308.14
-117.6310113,-0.13,0.04,308.14
-117.6310115,-0.12,0.01,308.14
-117.6310116,-0.1,0.02,308.14
-117.6310118,-0.09,0.02,308.14
-117.631012,-0.09,0.04,308.14
-117.6310122,-0.08,0.02,308.14
-117.6310123,-0.07,0.04,308.14
-117.6310122,-0.06,0.01,308.14
-117.6310123,-0.05,0.02,308.14
-117.6310123,-0.04,0.03,308.14
-117.6310123,-0.03,0.04,308.14
-117.6310123,-0.02,0.07,308.14
-117.6310122,-0.02,0.03,308.14
-117.6310122,-0.01,0.04,308.14
-117.6310122,0,0.03,308.14
-117.6310123,0.01,0.03,308.14
-117.6310123,0.01,0.03,308.14
-117.6310123,0.02,0.02,308.14
-117.6310123,0.02,0.01,308.14
-117.6310122,0.02,0.03,308.14
-117.6310122,0.01,0.03,308.14
-117.6310123,0,0.01,308.14
-117.6310124,0,0.03,308.14
-117.6310125,-0.01,0.03,308.14
-117.6310126,-0.02,0.06,308.14
-117.6310126,-0.02,0.02,308.14
-117.6310127,-0.03,0.06,308.14
-117.6310128,-0.03,0.04,308.14
-117.6310128,-0.03,0.04,308.14
-117.6310129,-0.04,0.09,308.14
-117.6310132,-0.04,0.17,311.05
-117.6310137,-0.04,0.38,306.68
-117.6310146,-0.04,0.58,307.09
-117.6310158,-0.03,0.89,311.36
-117.6310173,-0.03,1.03,314.41
-117.6310191,-0.03,1.29,317.04
-117.6310211,-0.03,1.45,317.84
-117.6310235,-0.02,1.64,316.91
-117.6310261,-0.03,1.73,314.22
-117.6310291,-0.02,1.89,315.13
-117.6310321,-0.02,2.04,314.49
-117.6310349,-0.02,1.95,316.99
-117.6310374,-0.02,1.99,322.49
-117.6310395,-0.02,2.08,325.92
-117.6310416,-0.02,2.12,328.53
-117.6310439,-0.02,2.18,327.98
-117.6310464,-0.02,2.13,325.22
-117.6310491,-0.02,2.15,322.61
-117.6310519,-0.01,2.03,321.28
-117.6310548,-0.01,2.04,319.68
-117.6310575,-0.01,1.94,320.49
-117.6310599,-0.01,1.84,322.47
-117.6310622,0,1.83,322.38
-117.6310647,0.01,1.69,319.6
-117.631067,0.02,1.62,321.37
-117.631069,0.04,1.45,322.03
-117.631071,0.06,1.4,320.16
-117.6310729,0.07,1.39,321.47
-117.6310743,0.08,1.39,330.84
-117.631075,0.08,1.05,337.95
-117.6310751,0.09,1.09,349.54
-117.6310749,0.1,1.13,0.28
-117.6310743,0.12,1.09,6.46
-117.6310736,0.14,1.18,12.12
-117.6310728,0.16,1.2,17.18
-117.6310718,0.19,1.24,19.99
-117.6310706,0.21,1.27,25.71
-117.631069,0.23,1.41,30.55
-117.631067,0.26,1.45,35.97
-117.6310647,0.28,1.58,43.85
-117.6310619,0.29,1.65,48.06
-117.6310586,0.31,1.86,54.19
-117.6310546,0.33,2.16,58.78
-117.63105,0.35,2.4,60.34
-117.6310451,0.37,2.46,60.49
-117.6310403,0.39,2.52,58.97
-117.6310355,0.41,2.59,58.27
-117.6310305,0.42,2.6,60.11
-117.6310255,0.42,2.45,62.62
-117.6310205,0.42,2.42,66.6
-117.6310156,0.42,2.37,71.26
-117.6310108,0.42,2.27,73.14
-117.6310063,0.42,2.11,73.31
-117.6310022,0.41,1.96,72.69
-117.6309984,0.41,1.86,68.01
-117.6309951,0.41,1.68,63.05
-117.6309923,0.4,1.53,56.63
-117.63099,0.4,1.42,48.49
-117.6309883,0.39,1.4,41.19
-117.6309869,0.37,1.3,35.76
-117.6309858,0.36,1.32,30.02
-117.6309848,0.35,1.38,25.51
-117.630984,0.34,1.45,20.86
-117.6309833,0.34,1.52,15.88
-117.630983,0.34,1.59,8.39
-117.6309831,0.35,1.62,2.74
-117.6309836,0.36,1.61,356.07
-117.6309846,0.38,1.65,348.23
-117.6309861,0.39,1.65,341.9
-117.6309878,0.41,1.67,334.24
-117.6309899,0.43,1.67,327.95
-117.6309923,0.44,1.67,321.94
-117.6309951,0.45,1.66,312.81
-117.6309981,0.45,1.66,305.32
-117.6310013,0.44,1.62,298.82
-117.6310045,0.43,1.58,292.87
-117.631008,0.42,1.69,286.5
-117.6310117,0.4,1.83,281.45
-117.6310159,0.38,2.08,279.4
-117.6310208,0.36,2.52,277.85
-117.6310268,0.33,3.1,277.91
-117.631034,0.31,3.72,278.34
-117.6310426,0.28,4.39,275.02
-117.6310528,0.26,5.14,268.55
-117.6310655,0.22,6.64,261.68
-117.6310811,0.17,8.14,257.01
-117.6310997,0.12,9.46,260.53
-117.631121,0.08,10.4,268.16
-117.6311446,0.22,11.49,272.08
-117.63117,0.71,12.2,275.14
-117.6311971,1.38,12.98,275.59
-117.6312261,2,13.98,273.47
-117.6312573,2.3,15.03,272.15
-117.6312909,2.26,16.18,272.05
-117.6313272,2.12,17.48,272.17
-117.6313658,2.1,18.27,273.47
-117.6314059,2.33,18.98,274.77
-117.6314471,2.92,19.36,276.46
-117.6314883,3.94,19.24,278.82
-117.6315289,5.34,18.91,280.36
-117.6315688,6.94,18.95,282.23
-117.6316086,8.63,18.98,284.22
-117.6316481,10.33,19.25,288.17
-117.6316869,12.05,19.31,293.65
-117.631724,13.86,19.42,302.23
-117.6317555,15.91,18.7,316.17
-117.6317792,19.39,18.2,329.39
-117.6317959,20.56,18.21,339.22
-117.6318067,22.91,18.08,347.93
-117.631812,25.22,18.58,355.63
-117.631812,27.37,19.31,3.5
-117.6317988,30.83,21.39,13.37
-117.6317857,32.16,22.22,18.13
-117.6317678,33.47,22.75,24.47
-117.6317447,34.86,22.87,31.19
-117.6317173,36.21,22.99,35.61
-117.631687,37.49,22.82,39.2
-117.6316544,38.71,22.75,42.86
-117.6316199,39.86,22.59,46.1
-117.6315835,40.97,22.38,50.15
-117.6315452,41.99,22.38,53.32
-117.6315056,42.94,22.28,56.62
-117.6314646,43.76,22.21,59.02
-117.6314226,44.56,22.09,61.9
-117.6313796,45.28,22.04,64.52
-117.6313362,45.9,21.82,66.63
-117.6312928,46.5,21.51,68.19
-117.6312495,47.09,21.18,70.29
-117.6312066,47.58,20.82,70.96
-117.6311641,48.04,20.51,72.34
-117.6311217,48.45,20.39,73.67
-117.6310796,48.82,20.11,74.51
-117.6310378,49.14,19.93,74.8
-117.6309965,49.42,19.69,75.27
-117.6309552,49.69,19.59,75.08
-117.6309143,49.96,19.4,74.59
-117.6308737,50.2,19.39,75.54
-117.630833,50.37,19.25,76.4
-117.6307926,50.46,19.18,75.77
-117.6307525,50.52,19.17,74.32
-117.6307132,50.55,19,72.03
-117.6306742,50.43,18.93,71.09
-117.6306358,50.22,18.92,68.1
-117.6305985,49.94,18.66,65.45
-117.630563,49.68,18.42,59.75
-117.6305298,49.49,18.35,53.56
-117.6304995,49.43,18.23,47.43
-117.6304719,49.52,17.95,43.48
-117.6304463,49.74,17.82,40.61
-117.6304216,49.92,17.69,39.66
-117.6303975,49.97,17.57,39.34
-117.6303739,49.98,17.37,38.38
-117.630351,49.96,17.44,36.32
-117.6303289,49.97,17.39,35.44
-117.6303075,50.03,17.41,34.41
-117.6302656,50.33,17.34,35.14
-117.6302435,50.51,17.53,37.35
-117.6302191,50.64,17.71,41.37
-117.6301918,50.77,18.11,47.85
-117.6301599,50.89,18.75,57.09
-117.6301244,50.96,19.15,63.83
-117.6300853,50.98,19.68,72.61
-117.6300433,50.98,20.12,80.55
-117.6299995,51.02,20.56,88.63
-117.6299544,51.12,21.08,95.23
-117.6299091,51.34,21.26,102.23
-117.6298651,51.74,21.21,109.52
-117.6298232,52.3,21,116.1
-117.6297836,52.93,21.13,122.23
-117.6297463,53.54,21.07,127.81
-117.6297116,54,21.04,132.84
-117.62968,54.31,20.87,137.97
-117.6296513,54.43,20.72,142.63
-117.629627,54.4,20.44,149.13
-117.6296077,54.26,20.08,157.74
-117.6295947,54.04,19.73,167.22
-117.6295893,53.72,19.4,175.86
-117.6295894,53.3,18.96,183.06
-117.6295953,52.85,18.65,192.95
-117.6296077,52.42,18.43,201.68
-117.6296256,52.02,18.19,209.8
-117.6296467,51.67,18.04,216.08
-117.6296713,51.36,17.87,222.48
-117.6296986,51.06,17.76,227.85
-117.6297275,50.68,17.6,228.34
-117.6297578,50.3,17.35,233.16
-117.6297889,49.91,17.35,235.22
-117.6298204,49.5,17.11,237.48
-117.6298519,49.05,17.1,239.09
-117.6298839,48.55,17.11,240.54
-117.6299163,48.02,17.19,240.14
-117.6299494,47.53,17.5,239.78
-117.6299823,46.98,17.48,239.19
-117.6300152,46.41,17.64,240.23
-117.6300488,45.79,17.76,240.99
-117.6300829,45.17,17.98,241.58
-117.6301183,44.52,18.17,242.4
-117.6301533,43.81,18.1,242.86
-117.6301886,43.03,18.18,243.54
-117.6302598,41.57,18.45,243.88
-117.6302963,40.8,18.49,243.85
-117.6303327,40.05,18.54,243.8
-117.6303691,39.31,18.6,243.85
-117.6304059,38.6,18.64,244.26
-117.6304423,37.89,18.66,245.07
-117.6304792,37.16,18.66,245.78
-117.6305162,36.44,18.65,247.1
-117.6305533,35.69,18.59,248.33
-117.6305905,34.96,18.53,248.83
-117.630628,34.24,18.62,249.54
-117.6306656,33.5,18.56,249.08
-117.6307031,32.73,18.53,248.67
-117.6307404,31.95,18.53,247.76
-117.6307775,31.14,18.45,247.92
-117.6308151,30.41,18.89,249.06
-117.630854,29.81,19.57,250.05
-117.6308945,29.35,20.19,251.23
-117.6309367,29.06,20.9,252.62
-117.6309807,28.97,21.6,254
-117.6310262,29.03,22.14,255.59
-117.631121,29.77,22.76,258.28
-117.6311692,30.47,22.84,259.65
-117.6312178,31.45,22.81,260.57
-117.6312665,32.7,22.76,261.79
-117.631315,34.17,22.59,262.5
-117.6313629,35.8,22.29,263.16
-117.6314105,37.7,21.89,263.85
-117.6314571,39.78,21.5,264.57
-117.6315031,41.88,21.2,264.71
-117.6315485,43.98,21.05,263.79
-117.6315934,46.14,20.67,264.72
-117.6316377,48.27,20.56,265.31
-117.631681,50.55,19.69,265.63
-117.6317226,52.93,19,266.29
-117.6317632,55.26,18.64,266.47
-117.6318028,57.49,18.34,266.4
-117.6318417,59.64,17.85,266.5
-117.6318794,61.75,17.24,266.46
-117.6319159,63.77,16.85,267.17
-117.6319519,65.63,16.66,265.74
-117.6319876,67.22,16.69,265.41
-117.632023,68.57,16.35,265.24
-117.6320578,69.77,16.04,265.89
-117.6320919,70.83,15.64,267.87
-117.6321252,71.75,15.35,268.46
-117.632158,72.59,15.11,268.6
-117.6321901,73.4,14.79,269.4
-117.6322218,74.09,14.67,269.9
-117.6322534,74.63,14.63,270.25
-117.6322848,75.11,14.54,271.06
-117.6323161,75.55,14.46,272.45
-117.6323472,76,14.39,273.56
-117.6323783,76.43,14.5,275.15
-117.6324095,76.82,14.62,275.76
-117.6324411,77.05,14.83,276.09
-117.6324729,77.14,14.83,276.5
-117.6325048,77.17,15.02,279.24
-117.6325368,77.18,15.23,281.46
-117.6325691,77.15,15.5,283.32
-117.6326019,77.09,15.71,284.23
-117.6326348,77.07,16.07,286.34
-117.6326684,77.04,16.45,287.83
-117.6327024,77.04,16.98,290.01
-117.632737,77.06,17.4,291.58
-117.6327721,77.16,17.9,293.5
-117.6328077,77.37,18.37,295.66
-117.6328437,77.65,18.78,296.79
-117.6328797,77.98,19.29,300.07
-117.6329154,78.38,19.77,302.63
-117.6329508,78.88,20.1,306.3
-117.6329849,79.52,20.42,310.25
-117.6330179,80.31,20.53,313.31
-117.6330496,81.2,20.83,316.33
-117.6330797,82.17,20.93,320.11
-117.6331078,83.18,21.16,323.01
-117.633134,84.29,21.15,326.67
-117.6331581,85.52,21.21,329.75
-117.63318,86.82,21.33,333.35
-117.6331998,88.18,21.43,335.49
-117.6332177,89.59,21.4,338.68
-117.6332334,91.05,21.27,341.21
-117.6332467,92.64,21.1,344.56
-117.6332576,94.31,20.89,347.05
-117.6332661,96.04,20.72,350.65
-117.633272,97.85,20.53,353.85
-117.6332755,99.7,20.32,356.63
-117.633277,101.66,20.12,359.03
-117.6332764,103.55,20.01,2.12
-117.6332739,105.45,19.77,4.17
-117.63327,107.39,19.35,5.98
-117.6332649,109.24,19.21,7.29
-117.6332586,110.97,19.1,10.03
-117.6332509,112.58,18.87,11.23
-117.6332424,114.07,18.64,12.17
-117.6332335,115.43,18.4,13.04
-117.6332239,116.65,18.18,14.38
-117.6332137,117.74,18.09,15.67
-117.6332027,118.74,17.85,16.96
-117.6331908,119.69,17.78,18.62
-117.6331784,120.53,17.68,19.02
-117.6331655,121.27,17.65,19.97
-117.6331379,122.68,17.56,22.32
-117.6331229,123.37,17.69,23.73
-117.6331071,123.94,17.84,24.16
-117.6330904,124.44,18.16,26.35
-117.6330723,124.85,18.46,27.7
-117.6330528,125.17,18.93,29.5
-117.6330321,125.33,19.31,29.92
-117.6330103,125.41,19.82,31.94
-117.6329865,125.46,20.37,34.46
-117.6329605,125.49,21.03,36.54
-117.6329322,125.5,21.77,38.78
-117.6329015,125.53,22.42,41.07
-117.6328682,125.6,23.16,43.66
-117.6328321,125.74,23.93,46.8
-117.632793,125.98,24.62,49.49
-117.6327512,126.33,25.2,52.43
-117.6327065,126.79,25.76,55.48
-117.6326594,127.36,26.18,58.32
-117.6326097,128.04,26.67,61.95
-117.6325576,128.84,27,65.25
-117.6325038,129.75,27.09,68.25
-117.6324483,130.74,27.43,71.5
-117.6323914,131.81,27.55,74.23
-117.6323335,132.97,27.68,77.17
-117.6322747,134.23,27.82,80.15
-117.6322151,135.56,27.99,82.59
-117.632155,137.04,27.89,85.51
-117.6320949,138.56,27.85,87.44
-117.6320348,140.18,27.78,89.45
-117.6319748,141.85,27.67,90.86
-117.6319152,143.56,27.55,92.26
-117.6318561,145.39,27.16,94.33
-117.6317979,147.32,26.84,95.49
-117.6317408,149.35,26.34,96.74
-117.6316848,151.38,25.95,97.65
-117.6316302,153.43,25.26,98.63
-117.6315759,155.26,25.49,97.69
-117.6315221,157.02,24.85,99.36
-117.6314702,158.8,24.03,100.32
-117.6314195,160.5,23.67,99.76
-117.6313699,162.16,22.98,99.8
-117.6313215,163.73,22.38,99.54
-117.6312738,165.1,22.32,98.5
-117.6312265,166.32,21.99,98.56
-117.6311798,167.51,21.68,98.67
-117.6311339,168.58,21.35,98.28
-117.6310431,170.19,21.06,97.96
-117.6309983,170.86,20.95,97.98
-117.6309537,171.45,20.81,97.57
-117.6309092,171.97,20.67,96.86
-117.630865,172.38,20.63,95.72
-117.6308206,172.72,20.71,94.98
-117.630776,173,20.77,93.7
-117.6307311,173.22,20.87,92.33
-117.6306858,173.4,21.04,91.76
-117.6306398,173.57,21.46,90.69
-117.6305932,173.77,21.7,90.03
-117.630546,173.95,22,88.73
-117.630498,174.11,22.38,87.15
-117.6304492,174.27,22.89,85.82
-117.6303995,174.4,23.33,84.33
-117.630349,174.5,23.72,82.93
-117.6302975,174.56,24.42,81.9
-117.630245,174.68,24.85,80.28
-117.6301917,174.92,25.41,78.54
-117.6301375,175.26,26,77.31
-117.6300821,175.67,26.59,76.71
-117.6299706,177.04,26.67,74.58
-117.6299152,177.89,26.68,74.02
-117.6298601,178.84,26.45,73.63
-117.6298057,179.84,26.24,73.46
-117.629752,180.9,25.72,73.32
-117.6296994,182,25.2,73.4
-117.6296477,183.08,24.68,73.42
-117.6295969,184.04,24.2,74.12
-117.6295471,184.87,23.64,74.82
-117.6294981,185.65,23.15,76.08
-117.6294498,186.37,22.76,76.95
-117.6294021,186.99,22.43,78.44
-117.6293547,187.49,22.12,79.93
-117.6293077,187.81,21.85,81.84
-117.6292609,187.93,21.68,84.53
-117.6292142,187.84,21.55,87.17
-117.6291674,187.53,21.62,90.32
-117.6291205,187,21.72,94.28
-117.6290735,186.31,21.97,99.48
-117.6290269,185.47,22.25,105.01
-117.6289809,184.48,22.39,110.68
-117.6289363,183.31,22.34,114.65
-117.6288931,181.97,22.6,120.07
-117.628852,180.45,22.73,125.52
-117.6288132,178.73,22.85,130.29
-117.6287768,176.82,22.87,134.63
-117.628744,174.8,23.04,141.82
-117.6287154,172.67,23.21,147.97
-117.6286909,170.48,23.37,153.58
-117.6286709,168.17,23.42,158.84
-117.6286556,165.84,23.62,165.64
-117.6286466,162.46,23.72,173.29
-117.6286454,161.45,24.1,183.55
-117.6286528,159.51,24.1,191.6
-117.6286661,157.72,24,197.92
-117.6286848,156.05,23.9,204.28
-117.6287087,154.55,23.68,210.23
-117.6287371,153.18,23.38,215.8
-117.628769,151.97,23.18,221.04
-117.6288038,150.87,22.96,224.63
-117.6288398,149.86,22.82,226.49
-117.6288766,148.42,22.85,228.13
-117.6289137,147.95,22.54,229.31
-117.6289511,147.05,22.56,230.08
-117.6289887,146.25,22.43,230.95
-117.6290267,145.55,22.33,231.94
-117.629065,144.87,22.05,233.03
-117.6291037,144.28,21.88,234.69
-117.6291429,143.78,21.67,236.61
-117.6291823,143.26,21.37,238.2
-117.6292214,142.71,21.03,239.22
-117.6292608,142.23,20.75,241.31
-117.6293001,141.79,20.42,242.51
-117.6293392,141.39,20.18,243.42
-117.6293781,141.04,19.89,244.09
-117.6294546,140.57,19.43,244.6
-117.6294922,140.41,19.19,244.31
-117.6295288,140.24,18.85,243.81
-117.6295651,140.04,18.58,243.74
-117.629601,139.87,18.32,244.57
-117.6296363,139.7,17.98,245.01
-117.6296711,139.55,17.71,245.52
-117.6297053,139.42,17.33,245.73
-117.6297392,139.3,17.09,246.27
-117.6297727,139.15,16.86,246
-117.6298056,138.97,16.68,245.74
-117.6298381,138.78,16.35,245.8
-117.62987,138.57,16.09,245.89
-117.6299015,138.33,15.87,246.24
-117.6299327,138.01,15.75,245.61
-117.6299633,137.62,15.56,244.21
-117.6299932,137.1,15.5,242.77
-117.6300226,136.46,15.54,239.27
-117.630051,135.66,15.4,237.47
-117.6300786,134.81,15.71,233.78
-117.6301058,133.95,16.11,230.25
-117.6301324,133.11,16.37,228.06
-117.6301587,132.27,16.66,226.66
-117.6301847,131.37,16.84,225.38
-117.6302105,130.41,17.03,223.91
-117.6302361,129.38,17.18,223.79
-117.6302617,128.31,17.26,223.67
-117.6302877,127.2,17.29,224.52
-117.6303145,126.09,17.43,226.04
-117.6303422,124.97,17.53,227.24
-117.6303706,123.81,17.6,228.44
-117.6303994,122.59,17.68,229.23
-117.6304288,121.38,17.76,230.34
-117.6304587,120.15,17.77,231.41
-117.6304891,118.91,17.87,232.72
-117.6305203,117.67,17.95,234.4
-117.6305522,116.42,18.03,235.64
-117.6305848,115.24,18.1,237.55
-117.6306181,114.07,18.1,239.34
-117.6306524,113.06,18.26,242.08
-117.6306878,112.18,18.28,245.2
-117.6307238,111.32,18.15,247.01
-117.6307969,109.79,18.12,251.37
-117.6308342,109.09,18.16,253.22
-117.6308724,108.48,18.66,255.13
-117.6309122,108.01,19.11,257.66
-117.6309534,107.77,19.84,259.6
-117.6309966,107.73,20.59,261.39
-117.6310417,107.97,21.4,262.99
-117.6310883,108.29,21.88,263.81
-117.6311357,108.67,22.17,264.58
-117.6311837,109.21,22.38,265.57
-117.6312321,109.95,22.49,266.34
-117.6312805,110.9,22.35,267.3
-117.6313287,112.04,22.35,267.4
-117.6313767,113.35,22.1,267.5
-117.6314241,114.83,21.79,267.83
-117.631471,116.45,21.58,267.81
-117.6315173,118.18,21.25,267.16
-117.6315625,120.02,20.79,267.27
-117.6316068,121.96,20.29,267.27
-117.63165,123.97,19.85,267.04
-117.6316923,126.02,19.5,266.49
-117.6317338,128.1,19.08,266.22
-117.6317743,130.21,18.54,266.21
-117.6318139,132.3,18.26,265.98
-117.6318527,134.31,17.77,265.65
-117.6318909,136.23,17.7,265.66
-117.6319285,138.03,17.21,265.29
-117.6319652,139.7,17.02,265.29
-117.6320015,141.25,16.74,265.27
-117.6320372,142.64,16.52,265.19
-117.6320724,143.86,16.27,265.28
-117.6321073,144.94,16.21,265.87
-117.6321417,145.89,15.96,266.4
-117.6321756,146.77,15.62,267.36
-117.6322088,147.63,15.32,268.08
-117.6322415,148.45,15.17,268.86
-117.6322739,149.25,14.96,269.96
-117.6323063,150.01,14.96,270.18
-117.6323387,150.71,15.02,272.23
-117.6323711,151.37,15.1,272.82
-117.6324036,152.09,15.03,272.84
-117.6324359,152.87,15.1,273.13
-117.6324683,153.62,15.29,273.27
-117.6325015,154.4,15.5,274.06
-117.632535,155.21,15.77,274.79
-117.6325685,155.99,15.95,275.23
-117.632603,156.72,16.27,275.62
-117.6326382,157.35,16.6,276.6
-117.632674,157.91,16.89,278.06
-117.6327104,158.42,17.31,279.44
-117.6327472,158.93,17.53,281.02
-117.6327844,159.37,17.9,282.69
-117.6328222,159.76,18.24,285.2
-117.6328604,160.09,18.66,287.8
-117.6328983,160.35,18.53,290.39
-117.6329347,160.52,18.08,293.61
-117.6329694,160.55,17.6,296.75
-117.6330025,160.42,17.4,300.75
-117.6330334,160.17,17.15,307.04
-117.6330603,159.85,17.1,316.86
-117.6330826,159.51,17.15,327.87
-117.6330991,159.18,17.39,338.75
-117.6331096,158.87,17.6,348.32
-117.6331135,158.57,17.89,359.74
-117.633111,158.21,18.23,7.82
-117.6331023,157.75,18.49,16.84
-117.6330879,157.15,18.7,25.13
-117.6330677,156.4,19.16,33.84
-117.6330416,155.54,19.74,41.86
-117.6330105,154.03,20.27,49.82
-117.632975,152.83,20.68,55.77
-117.6329368,152.19,20.92,59.92
-117.6328958,150.81,21.42,65.26
-117.6328529,149.31,21.74,68.61
-117.6328086,147.64,21.85,70.53
-117.6327632,145.89,22.18,72.02
-117.6327164,144.18,22.8,73.23
-117.6326684,142.46,23.25,73.44
-117.6326193,140.83,23.89,73.25
-117.6325691,139.25,24.14,73.28
-117.6325183,137.75,24.43,73.51
-117.6324673,136.28,24.64,74.25
-117.6324159,134.89,24.85,74.78
-117.6323641,133.58,25.15,74.66
-117.6323119,132.34,25.26,74.94
-117.6322591,131.17,25.33,74.91
-117.6322063,130.04,25.37,74.59
-117.6321531,128.96,25.42,74.31
-117.6321004,127.89,25.29,73.89
-117.632048,126.9,25.28,73.44
-117.6319959,125.98,25.24,73.47
-117.6319437,125.08,25.16,73.29
-117.6318923,124.23,25.03,72.85
-117.6318407,123.44,24.97,72.23
-117.6317894,122.63,24.9,71.54
-117.6317387,121.83,24.68,70.68
-117.6316886,121.07,24.62,69.35
-117.6316393,120.29,24.51,68.19
-117.6315907,119.55,24.35,67
-117.6315426,118.83,24.18,66.12
-117.631495,118.12,24.13,65.9
-117.6314475,117.43,24.1,65.76
-117.6314002,116.77,23.98,65.64
-117.6313531,116.13,23.93,65.76
-117.6313061,115.5,23.84,65.88
-117.6312592,114.9,23.8,66.22
-117.6312123,114.31,23.68,65.98
-117.6311659,113.73,23.64,65.95
-117.6311194,113.15,23.51,65.74
-117.6310731,112.57,23.51,65.5
-117.631027,111.99,23.35,65.47
-117.6309813,111.39,23.24,65.54
-117.6309358,110.75,23.13,65.77
-117.6308904,110.19,23.01,65.67
-117.630845,109.73,23,65.73
-117.6307996,109.34,22.85,65.74
-117.6307546,109.03,22.62,65.74
-117.6307104,108.78,22.37,65.68
-117.6306664,108.63,22.03,65.86
-117.6306228,108.58,21.76,67.38
-117.6305791,108.56,21.52,69.91
-117.6305351,108.52,21.35,73.08
-117.6304904,108.39,21.47,76.49
-117.6304449,108.14,21.43,80.65
-117.6303989,107.75,21.49,85.1
-117.6303523,107.22,21.58,89.14
-117.6303054,106.52,21.72,93.31
-117.6302584,105.7,21.93,98.53
-117.6302112,104.83,22.38,104.38
-117.6301647,104.01,22.58,110.19
-117.6301193,103.26,22.89,115.55
-117.6300759,102.61,23.03,121.29
-117.6299965,101.53,22.93,131.37
-117.629961,101.05,22.81,136.6
-117.6299295,100.54,22.43,142.49
-117.6299018,99.94,22.13,147.84
-117.6298788,99.22,21.85,153.22
-117.6298598,98.33,21.43,158.44
-117.6298455,97.29,21,165.01
-117.6298365,96.08,20.44,172.03
-117.6298333,94.73,20.04,179.27
-117.6298364,93.42,19.65,188.69
-117.6298469,92.31,19.52,198.04
-117.6298632,91.45,19.2,206.78
-117.6298844,90.85,18.77,214.81
-117.629909,90.4,18.18,220.46
-117.6299352,89.97,17.67,224.02
-117.6299623,89.53,17.58,227.03
-117.6299906,89.02,17.34,228.74
-117.6300187,88.48,17.19,230.04
-117.6300473,87.92,17.17,230.82
-117.6300764,87.3,17.19,231.16
-117.6301058,86.7,17.14,232.7
-117.6301668,86,16.32,241.06
-117.6301982,85.98,15.71,245.68
-117.630229,86.08,15.19,249.25
-117.6302598,86.12,14.88,251.58
-117.6302911,86.04,14.96,253.86
-117.6303221,85.91,14.96,255.7
-117.6303538,85.78,15.38,256.97
-117.6303865,85.6,15.71,258.25
-117.6304207,85.4,16.29,259.51
-117.6304559,85.2,16.83,260.98
-117.6304927,85.05,17.69,262.53
-117.6305314,85.04,18.52,264.23
-117.6305718,85.15,19.02,265.02
-117.6306133,85.36,19.49,266.14
-117.6306558,85.64,19.99,267.45
-117.6306994,86,20.35,268.38
-117.6307436,86.45,20.57,269.27
-117.6307879,87.09,20.66,270.75
-117.6308326,87.87,20.74,271.71
-117.6308772,88.81,20.71,273.21
-117.6309217,89.92,20.6,274.88
-117.630966,91.15,20.49,275.63
-117.6310098,92.52,20.16,277.42
-117.6310527,94.05,19.93,278.74
-117.631095,95.69,19.68,279.37
-117.6311365,97.41,19.28,279.92
-117.6311771,99.21,18.95,280.73
-117.6312169,101.02,18.65,281.16
-117.631256,102.91,18.28,281.51
-117.6312943,104.85,17.93,281.54
-117.631332,106.8,17.71,281.61
-117.6313693,108.71,17.59,281
-117.6314065,110.52,17.44,280.73
-117.6314432,112.29,17.1,280.93
-117.6314794,113.96,16.99,281.15
-117.6315151,115.59,16.66,281.72
-117.6315501,117.19,16.39,281.89
-117.6315845,118.67,16.25,282.23
-117.6316187,120.04,16.12,282.89
-117.6316524,121.33,16,283.42
-117.6316858,122.5,15.87,283.16
-117.6317189,123.58,15.69,283.25
-117.6317516,124.58,15.56,283.56
-117.6317842,125.48,15.57,284.03
-117.6318488,127.09,15.5,285.57
-117.6318809,127.82,15.45,286.6
-117.6319131,128.48,15.6,286.86
-117.6319454,129.08,15.66,286.89
-117.6319775,129.65,15.6,287.33
-117.6320097,130.15,15.74,287.33
-117.6320424,130.59,15.92,287.09
-117.6320751,130.97,16.01,287.75
-117.632108,131.35,16.11,288.37
-117.6321411,131.78,16.27,288.7
-117.6321742,132.24,16.34,288.87
-117.6322077,132.73,16.53,289.62
-117.6322415,133.29,16.68,290.1
-117.6322754,133.88,16.81,290.41
-117.6323095,134.48,17,290.91
-117.6323438,135.09,17.1,291.51
-117.6323784,135.76,17.35,292.3
-117.6324129,136.49,17.45,293.6
-117.6324474,137.3,17.46,294.18
-117.6324818,138.2,17.54,295.2
-117.632516,139.16,17.76,296.53
-117.6325841,141.26,17.93,300.1
-117.6326171,142.44,17.94,302.33
-117.6326495,143.68,17.94,304.03
-117.632681,144.96,18.01,307.04
-117.6327112,146.33,17.99,311.47
-117.6327394,147.79,17.92,315.06
-117.6327665,149.17,18.09,316.33
-117.6327931,150.52,18.16,318.23
-117.632818,151.84,18.12,322.25
-117.6328412,153.13,18.08,324.5
-117.6328627,155.08,17.92,328.71
-117.6328825,155.71,17.99,330.71
