Lat,Lng,Alt,Spd
-117.6310178,0.41,0.09,308.14
-117.631018,0.4,0.06,308.14
-117.6310182,0.39,0.04,308.14
-117.6310185,0.39,0.04,308.14
-117.6310188,0.4,0.07,308.14
-117.6310191,0.41,0.06,308.14
-117.6310194,0.42,0.06,308.14
-117.6310196,0.44,0.04,308.14
-117.6310198,0.45,0.02,308.14
-117.6310201,0.47,0.06,308.14
-117.6310203,0.48,0.08,308.14
-117.6310205,0.49,0.04,308.14
-117.6310207,0.49,0.03,308.14
-117.631021,0.5,0.07,308.14
-117.6310212,0.5,0.01,308.14
-117.6310214,0.51,0.03,308.14
-117.6310218,0.51,0.02,308.14
-117.6310219,0.51,0.03,308.14
-117.6310221,0.52,0.02,308.14
-117.6310222,0.51,0.04,308.14
-117.6310223,0.51,0.02,308.14
-117.6310225,0.5,0.03,308.14
-117.6310227,0.49,0.04,308.14
-117.631023,0.48,0.04,308.14
-117.6310231,0.46,0.07,308.14
-117.6310232,0.45,0.01,308.14
-117.6310234,0.44,0.03,308.14
-117.6310236,0.43,0.02,308.14
-117.6310237,0.43,0.03,308.14
-117.6310238,0.42,0.04,308.14
-117.631024,0.42,0.04,308.14
-117.6310241,0.43,0.03,308.14
-117.6310242,0.43,0.02,308.14
-117.6310242,0.43,0.03,308.14
-117.6310242,0.43,0.04,308.14
-117.6310242,0.42,0.04,308.14
-117.6310242,0.42,0.02,308.14
-117.6310241,0.41,0.02,308.14
-117.6310241,0.41,0.01,308.14
-117.631024,0.4,0.02,308.14
-117.6310239,0.39,0.03,308.14
-117.6310238,0.38,0.03,308.14
-117.6310236,0.38,0.03,308.14
-117.6310236,0.37,0.03,308.14
-117.6310236,0.36,0.02,308.14
-117.6310235,0.35,0.03,308.14
-117.6310234,0.34,0.04,308.14
-117.6310233,0.33,0.02,308.14
-117.6310233,0.32,0.03,308.14
-117.6310233,0.32,0.02,308.14
-117.6310233,0.31,0.02,308.14
-117.6310232,0.31,0.01,308.14
-117.6310232,0.31,0.03,308.14
-117.6310232,0.3,0.02,308.14
-117.6310232,0.3,0.03,308.14
-117.6310231,0.31,0.04,308.14
-117.631023,0.31,0.04,308.14
-117.6310229,0.32,0.02,308.14
-117.6310229,0.33,0.04,308.14
-117.6310228,0.34,0.04,308.14
-117.6310228,0.35,0.02,308.14
-117.6310228,0.36,0.01,308.14
-117.6310228,0.36,0.04,308.14
-117.6310228,0.37,0.08,308.14
-117.6310229,0.37,0.04,308.14
-117.6310228,0.38,0.03,308.14
-117.6310227,0.39,0.04,308.14
-117.6310226,0.39,0.04,308.14
-117.6310226,0.4,0.04,308.14
-117.6310226,0.4,0.04,308.14
-117.6310225,0.4,0.07,308.14
-117.6310224,0.4,0.01,308.14
-117.6310224,0.4,0,308.14
-117.6310222,0.39,0.01,308.14
-117.6310221,0.38,0.03,308.14
-117.6310219,0.36,0.01,308.14
-117.6310217,0.35,0.06,308.14
-117.6310214,0.34,0.03,308.14
-117.6310212,0.33,0.04,308.14
-117.6310211,0.33,0.01,308.14
-117.631021,0.32,0.07,308.14
-117.6310208,0.32,0.04,308.14
-117.6310206,0.32,0.04,308.14
-117.6310203,0.32,0.02,308.14
-117.6310202,0.31,0.08,308.14
-117.63102,0.31,0.01,308.14
-117.6310199,0.31,0.04,308.14
-117.6310197,0.31,0.07,308.14
-117.6310195,0.31,0.02,308.14
-117.6310194,0.32,0.01,308.14
-117.6310193,0.32,0.07,308.14
-117.6310192,0.33,0.03,308.14
-117.631019,0.33,0.04,308.14
-117.6310189,0.34,0.07,308.14
-117.6310187,0.35,0.03,308.14
-117.6310185,0.36,0.02,308.14
-117.6310183,0.36,0.03,308.14
-117.6310181,0.36,0.04,308.14
-117.6310179,0.36,0.04,308.14
-117.6310179,0.36,0.08,308.14
-117.6310178,0.35,0.06,308.14
-117.6310176,0.36,0.03,308.14
-117.6310176,0.36,0.04,308.14
-117.6310176,0.36,0.02,308.14
-117.6310176,0.36,0.09,308.14
-117.6310175,0.36,0.04,308.14
-117.6310175,0.35,0.04,308.14
-117.6310175,0.35,0.03,308.14
-117.6310174,0.34,0.04,308.14
-117.6310173,0.33,0.01,308.14
-117.6310172,0.32,0.04,308.14
-117.6310173,0.32,0.03,308.14
-117.6310172,0.32,0.04,308.14
-117.6310171,0.31,0.04,308.14
-117.6310169,0.31,0.04,308.14
-117.6310168,0.3,0.06,308.14
-117.6310168,0.3,0.04,308.14
-117.6310168,0.29,0.04,308.14
-117.6310168,0.29,0.07,308.14
-117.6310168,0.28,0.06,308.14
-117.6310168,0.27,0.06,308.14
-117.6310166,0.26,0.03,308.14
-117.6310166,0.26,0.02,308.14
-117.6310166,0.25,0.03,308.14
-117.6310166,0.25,0.02,308.14
-117.6310168,0.25,0.02,308.14
-117.6310169,0.25,0.04,308.14
-117.6310169,0.24,0.04,308.14
-117.6310171,0.24,0.04,308.14
-117.6310171,0.23,0.03,308.14
-117.6310172,0.22,0.08,308.14
-117.6310174,0.21,0.06,308.14
-117.6310175,0.2,0.03,308.14
-117.6310176,0.19,0.01,308.14
-117.6310178,0.19,0.03,308.14
-117.6310179,0.19,0.04,308.14
-117.6310181,0.19,0.02,308.14
-117.6310183,0.19,0.01,308.14
-117.6310183,0.19,0.03,308.14
-117.6310184,0.19,0.02,308.14
-117.6310185,0.19,0.04,308.14
-117.6310187,0.19,0.04,308.14
-117.6310187,0.19,0.03,308.14
-117.6310187,0.2,0.06,308.14
-117.6310189,0.21,0.07,308.14
-117.631019,0.21,0.06,308.14
-117.6310191,0.22,0.01,308.14
-117.6310192,0.22,0.04,308.14
-117.6310193,0.22,0.04,308.14
-117.6310192,0.22,0.02,308.14
-117.6310193,0.23,0.04,308.14
-117.6310194,0.23,0.04,308.14
-117.6310194,0.23,0.04,308.14
-117.6310194,0.23,0.02,308.14
-117.6310194,0.22,0.06,308.14
-117.6310195,0.22,0.06,308.14
-117.6310194,0.22,0.04,308.14
-117.6310193,0.22,0.04,308.14
-117.6310193,0.22,0.02,308.14
-117.6310193,0.22,0.01,308.14
-117.6310193,0.22,0.01,308.14
-117.6310193,0.22,0.02,308.14
-117.6310194,0.22,0.06,308.14
-117.6310194,0.22,0.01,308.14
-117.6310195,0.22,0.03,308.14
-117.6310195,0.22,0.01,308.14
-117.6310195,0.22,0.03,308.14
-117.6310195,0.22,0.06,308.14
-117.6310195,0.22,0.04,308.14
-117.6310194,0.22,0.01,308.14
-117.6310193,0.22,0.04,308.14
-117.6310192,0.21,0.03,308.14
-117.6310192,0.21,0.04,308.14
-117.6310193,0.21,0.02,308.14
-117.6310192,0.21,0.04,308.14
-117.6310192,0.21,0.04,308.14
-117.6310193,0.2,0.02,308.14
-117.6310192,0.2,0.04,308.14
-117.6310191,0.19,0.04,308.14
-117.631019,0.18,0.02,308.14
-117.631019,0.18,0.04,308.14
-117.631019,0.17,0.06,308.14
-117.6310191,0.16,0.01,308.14
-117.6310192,0.16,0.06,308.14
-117.6310194,0.16,0.07,308.14
-117.6310194,0.16,0.04,308.14
-117.6310194,0.16,0.02,308.14
-117.6310194,0.16,0.03,308.14
-117.6310194,0.16,0.04,308.14
-117.6310193,0.16,0.04,308.14
-117.6310194,0.16,0.02,308.14
-117.6310193,0.16,0.04,308.14
-117.6310193,0.16,0.02,308.14
-117.6310192,0.16,0.04,308.14
-117.6310192,0.16,0.02,308.14
-117.6310192,0.17,0.02,308.14
-117.6310192,0.18,0.03,308.14
-117.6310192,0.18,0.02,308.14
-117.6310193,0.18,0.04,308.14
-117.6310194,0.18,0.02,308.14
-117.6310194,0.18,0.06,308.14
-117.6310195,0.18,0.03,308.14
-117.6310196,0.18,0.02,308.14
-117.6310197,0.18,0.04,308.14
-117.6310197,0.18,0.04,308.14
-117.6310197,0.19,0.02,308.14
-117.6310198,0.19,0.06,308.14
-117.6310199,0.19,0.02,308.14
-117.63102,0.19,0.02,308.14
-117.63102,0.19,0.02,308.14
-117.6310199,0.2,0.03,308.14
-117.6310199,0.2,0.01,308.14
-117.6310198,0.2,0.04,308.14
-117.6310198,0.2,0.02,308.14
-117.6310197,0.21,0.07,308.14
-117.6310197,0.21,0,308.14
-117.6310198,0.22,0.04,308.14
-117.6310199,0.22,0.02,308.14
-117.63102,0.23,0.01,308.14
-117.6310201,0.23,0.02,308.14
-117.6310201,0.23,0.04,308.14
-117.6310201,0.23,0.02,308.14
-117.6310202,0.22,0.01,308.14
-117.6310202,0.22,0.03,308.14
-117.63102,0.22,0.04,308.14
-117.6310199,0.22,0.03,308.14
-117.6310199,0.22,0.03,308.14
-117.6310198,0.22,0.04,308.14
-117.6310197,0.22,0.04,308.14
-117.6310196,0.21,0.03,308.14
-117.6310195,0.2,0.04,308.14
-117.6310195,0.2,0.06,308.14
-117.6310195,0.19,0.02,308.14
-117.6310194,0.19,0.01,308.14
-117.6310193,0.18,0.01,308.14
-117.6310193,0.17,0.08,308.14
-117.6310193,0.16,0.07,308.14
-117.6310193,0.16,0.04,308.14
-117.6310192,0.15,0.07,308.14
-117.6310192,0.15,0.04,308.14
-117.6310191,0.15,0.04,308.14
-117.6310192,0.14,0.06,308.14
-117.6310193,0.14,0,308.14
-117.6310194,0.14,0.02,308.14
-117.6310195,0.15,0.03,308.14
-117.6310195,0.15,0.03,308.14
-117.6310195,0.15,0.04,308.14
-117.6310195,0.15,0.03,308.14
-117.6310195,0.15,0.04,308.14
-117.6310194,0.15,0.08,308.14
-117.6310195,0.15,0.03,308.14
-117.6310194,0.15,0.02,308.14
-117.6310194,0.15,0.01,308.14
-117.6310193,0.15,0.02,308.14
-117.6310191,0.15,0.02,308.14
-117.6310191,0.16,0.02,308.14
-117.6310191,0.16,0.03,308.14
-117.631019,0.16,0.02,308.14
-117.631019,0.16,0.03,308.14
-117.631019,0.15,0.03,308.14
-117.631019,0.14,0.02,308.14
-117.6310189,0.14,0.01,308.14
-117.6310189,0.13,0.02,308.14
-117.6310188,0.13,0.02,308.14
-117.6310188,0.13,0.03,308.14
-117.6310188,0.13,0.02,308.14
-117.6310187,0.14,0.01,308.14
-117.6310187,0.14,0.08,308.14
-117.6310188,0.14,0.04,308.14
-117.6310187,0.15,0.02,308.14
-117.6310186,0.15,0.01,308.14
-117.6310185,0.15,0.04,308.14
-117.6310183,0.15,0.04,308.14
-117.6310182,0.14,0.02,308.14
-117.6310181,0.14,0.01,308.14
-117.6310181,0.13,0.02,308.14
-117.631018,0.12,0.02,308.14
-117.631018,0.12,0.03,308.14
-117.6310179,0.12,0.04,308.14
-117.6310179,0.12,0.02,308.14
-117.6310178,0.12,0.03,308.14
-117.6310177,0.12,0.06,308.14
-117.6310176,0.13,0.02,308.14
-117.6310175,0.13,0.03,308.14
-117.6310174,0.13,0.01,308.14
-117.6310173,0.14,0.03,308.14
-117.6310173,0.14,0.04,308.14
-117.6310174,0.14,0.04,308.14
-117.6310174,0.15,0.03,308.14
-117.6310174,0.15,0.03,308.14
-117.6310174,0.16,0.06,308.14
-117.6310176,0.16,0.04,308.14
-117.6310176,0.17,0.04,308.14
-117.6310175,0.17,0,308.14
-117.6310175,0.17,0.07,308.14
-117.6310175,0.18,0.01,308.14
-117.6310175,0.18,0.04,308.14
-117.6310174,0.18,0.01,308.14
-117.6310173,0.18,0.04,308.14
-117.6310171,0.19,0.03,308.14
-117.6310171,0.19,0.02,308.14
-117.631017,0.2,0.04,308.14
-117.631017,0.2,0.03,308.14
-117.631017,0.21,0.02,308.14
-117.631017,0.22,0.04,308.14
-117.6310171,0.22,0.03,308.14
-117.631017,0.22,0.01,308.14
-117.6310171,0.22,0.04,308.14
-117.6310172,0.22,0.01,308.14
-117.6310173,0.22,0.04,308.14
-117.6310174,0.22,0.02,308.14
-117.6310176,0.21,0.04,308.14
-117.6310177,0.2,0,308.14
-117.6310179,0.19,0.02,308.14
-117.631018,0.18,0.04,308.14
-117.6310182,0.18,0.04,308.14
-117.6310184,0.17,0.04,308.14
-117.6310187,0.18,0.08,308.14
-117.6310188,0.18,0.07,308.14
-117.631019,0.19,0.04,308.14
-117.6310191,0.2,0.04,308.14
-117.6310193,0.21,0.02,308.14
-117.6310194,0.23,0.03,308.14
-117.6310195,0.24,0.08,308.14
-117.6310196,0.26,0.04,308.14
-117.6310199,0.27,0.03,308.14
-117.6310201,0.28,0,308.14
-117.6310202,0.29,0.03,308.14
-117.6310203,0.29,0.04,308.14
-117.6310204,0.3,0.02,308.14
-117.6310205,0.31,0.01,308.14
-117.6310206,0.32,0.01,308.14
-117.6310207,0.33,0.02,308.14
-117.6310208,0.33,0.02,308.14
-117.6310208,0.34,0.02,308.14
-117.6310208,0.34,0.04,308.14
-117.6310209,0.35,0.08,308.14
-117.6310208,0.35,0.03,308.14
-117.6310208,0.35,0.02,308.14
-117.6310208,0.35,0.03,308.14
-117.6310208,0.35,0.03,308.14
-117.6310208,0.34,0.01,308.14
-117.6310209,0.35,0.01,308.14
-117.6310208,0.35,0.02,308.14
-117.6310209,0.35,0.03,308.14
-117.6310208,0.35,0.04,308.14
-117.6310208,0.35,0.06,308.14
-117.6310208,0.35,0.04,308.14
-117.6310207,0.35,0.03,308.14
-117.6310207,0.34,0.02,308.14
-117.6310206,0.34,0.01,308.14
-117.6310205,0.34,0.04,308.14
-117.6310204,0.34,0.03,308.14
-117.6310204,0.34,0.02,308.14
-117.6310204,0.33,0.04,308.14
-117.6310203,0.33,0.02,308.14
-117.6310201,0.33,0.03,308.14
-117.6310199,0.33,0.02,308.14
-117.6310198,0.33,0.03,308.14
-117.6310197,0.33,0.02,308.14
-117.6310196,0.33,0.01,308.14
-117.6310195,0.33,0,308.14
-117.6310195,0.33,0.02,308.14
-117.6310195,0.33,0.06,308.14
-117.6310194,0.33,0.04,308.14
-117.6310194,0.33,0.01,308.14
-117.6310194,0.33,0.04,308.14
-117.6310193,0.33,0.04,308.14
-117.6310192,0.33,0.06,308.14
-117.6310192,0.33,0.02,308.14
-117.6310192,0.33,0.06,308.14
-117.6310191,0.33,0.04,308.14
-117.631019,0.34,0.02,308.14
-117.6310189,0.34,0.02,308.14
-117.6310188,0.34,0.02,308.14
-117.6310187,0.35,0.04,308.14
-117.6310187,0.35,0.03,308.14
-117.6310187,0.35,0.03,308.14
-117.6310187,0.35,0.03,308.14
-117.6310186,0.34,0.01,308.14
-117.6310186,0.33,0.02,308.14
-117.6310185,0.33,0.03,308.14
-117.6310185,0.32,0.02,308.14
-117.6310185,0.31,0.01,308.14
-117.6310185,0.29,0.01,308.14
-117.6310186,0.28,0.04,308.14
-117.6310186,0.27,0.03,308.14
-117.6310187,0.26,0.01,308.14
-117.6310186,0.25,0.04,308.14
-117.6310185,0.24,0.01,308.14
-117.6310185,0.23,0.03,308.14
-117.6310184,0.22,0.04,308.14
-117.6310183,0.21,0.07,308.14
-117.6310183,0.2,0.04,308.14
-117.6310182,0.19,0.01,308.14
-117.631018,0.19,0.04,308.14
-117.6310179,0.18,0.01,308.14
-117.6310178,0.17,0.03,308.14
-117.6310177,0.16,0.06,308.14
-117.6310177,0.16,0.02,308.14
-117.6310176,0.15,0.07,308.14
-117.6310175,0.14,0.04,308.14
-117.6310173,0.13,0.01,308.14
-117.6310171,0.12,0.06,308.14
-117.6310171,0.1,0.01,308.14
-117.6310169,0.09,0.03,308.14
-117.6310169,0.08,0.04,308.14
-117.6310169,0.06,0.01,308.14
-117.6310168,0.05,0.06,308.14
-117.6310168,0.04,0.04,308.14
-117.6310167,0.03,0.02,308.14
-117.6310166,0.02,0.06,308.14
-117.6310166,0.01,0.01,308.14
-117.6310165,0.01,0.03,308.14
-117.6310165,0.01,0.02,308.14
-117.6310164,0.01,0.04,308.14
-117.6310164,0.01,0.04,308.14
-117.6310163,0.02,0.03,308.14
-117.6310162,0.02,0.02,308.14
-117.631016,0.02,0.04,308.14
-117.6310159,0.02,0.02,308.14
-117.6310157,0.02,0.03,308.14
-117.6310156,0.02,0.07,308.14
-117.6310154,0.02,0.01,308.14
-117.6310152,0.02,0.02,308.14
-117.6310151,0.02,0.04,308.14
-117.6310151,0.02,0,308.14
-117.631015,0.02,0.02,308.14
-117.6310149,0.03,0.03,308.14
-117.6310148,0.03,0.01,308.14
-117.6310147,0.04,0.02,308.14
-117.6310146,0.04,0.04,308.14
-117.6310147,0.04,0.04,308.14
-117.6310147,0.04,0.04,308.14
-117.6310147,0.04,0.01,308.14
-117.6310146,0.04,0.03,308.14
-117.6310146,0.04,0.01,308.14
-117.6310146,0.03,0.04,308.14
-117.6310145,0.03,0.01,308.14
-117.6310144,0.03,0.03,308.14
-117.6310143,0.02,0,308.14
-117.6310142,0.02,0.04,308.14
-117.6310141,0.03,0.02,308.14
-117.631014,0.04,0.01,308.14
-117.6310139,0.05,0.03,308.14
-117.6310138,0.07,0.03,308.14
-117.6310137,0.08,0.02,308.14
-117.6310136,0.09,0.06,308.14
-117.6310134,0.1,0.02,308.14
-117.6310132,0.11,0.04,308.14
-117.6310129,0.11,0.06,308.14
-117.6310127,0.11,0.02,308.14
-117.6310126,0.11,0.02,308.14
-117.6310125,0.1,0.06,308.14
-117.6310124,0.1,0.03,308.14
-117.6310122,0.1,0.03,308.14
-117.6310121,0.11,0.03,308.14
-117.6310119,0.11,0.02,308.14
-117.6310117,0.12,0.08,308.14
-117.6310116,0.12,0.01,308.14
-117.6310115,0.13,0.04,308.14
-117.6310113,0.14,0.01,308.14
-117.6310111,0.15,0.03,308.14
-117.631011,0.16,0.02,308.14
-117.6310109,0.16,0.01,308.14
-117.6310109,0.17,0.02,308.14
-117.6310108,0.17,0.04,308.14
-117.6310107,0.17,0.02,308.14
-117.6310105,0.18,0.06,308.14
-117.6310103,0.18,0.04,308.14
-117.6310102,0.19,0.01,308.14
-117.63101,0.2,0.03,308.14
-117.6310098,0.2,0.06,308.14
-117.6310096,0.21,0.06,308.14
-117.6310096,0.22,0,308.14
-117.6310094,0.23,0.02,308.14
-117.6310094,0.24,0.02,308.14
-117.6310093,0.24,0.03,308.14
-117.6310093,0.25,0.06,308.14
-117.6310093,0.24,0.02,308.14
-117.6310092,0.24,0.04,308.14
-117.631009,0.24,0.06,308.14
-117.6310089,0.23,0.04,308.14
-117.6310087,0.23,0.06,308.14
-117.6310086,0.23,0.06,308.14
-117.6310086,0.23,0.01,308.14
-117.6310086,0.23,0.03,308.14
-117.6310085,0.22,0.04,308.14
-117.6310084,0.22,0.03,308.14
-117.6310082,0.21,0.06,308.14
-117.6310081,0.21,0.01,308.14
-117.631008,0.21,0.07,308.14
-117.631008,0.2,0.03,308.14
-117.6310079,0.19,0.04,308.14
-117.6310079,0.18,0.02,308.14
-117.6310078,0.17,0.04,308.14
-117.6310077,0.16,0.07,308.14
-117.6310075,0.15,0.03,308.14
-117.6310074,0.14,0.02,308.14
-117.6310074,0.13,0.04,308.14
-117.6310074,0.13,0.01,308.14
-117.6310073,0.13,0.02,308.14
-117.6310071,0.12,0.04,308.14
-117.631007,0.12,0.01,308.14
-117.6310069,0.11,0.02,308.14
-117.6310068,0.11,0.04,308.14
-117.6310067,0.1,0.06,308.14
-117.6310066,0.1,0.04,308.14
-117.6310063,0.1,0.04,308.14
-117.6310062,0.1,0.07,308.14
-117.6310061,0.09,0.03,308.14
-117.631006,0.09,0.08,308.14
-117.6310059,0.09,0.04,308.14
-117.6310057,0.09,0.02,308.14
-117.6310056,0.08,0.02,308.14
-117.6310054,0.07,0.01,308.14
-117.6310052,0.07,0.03,308.14
-117.6310051,0.06,0.04,308.14
-117.6310049,0.05,0,308.14
-117.6310048,0.04,0.01,308.14
-117.6310047,0.03,0.04,308.14
-117.6310046,0.03,0.06,308.14
-117.6310046,0.03,0.04,308.14
-117.6310045,0.03,0.04,308.14
-117.6310044,0.04,0.02,308.14
-117.6310043,0.05,0.03,308.14
-117.6310042,0.06,0.01,308.14
-117.6310041,0.07,0.03,308.14
-117.6310042,0.08,0.02,308.14
-117.6310041,0.08,0.04,308.14
-117.6310042,0.08,0.04,308.14
-117.6310041,0.09,0.02,308.14
-117.6310041,0.1,0.02,308.14
-117.6310041,0.11,0.04,308.14
-117.6310041,0.13,0.02,308.14
-117.6310042,0.14,0.06,308.14
-117.6310042,0.15,0.04,308.14
-117.6310044,0.16,0.04,308.14
-117.6310046,0.17,0.04,308.14
-117.6310047,0.18,0.06,308.14
-117.6310046,0.18,0.04,308.14
-117.6310045,0.19,0.02,308.14
-117.6310044,0.2,0.03,308.14
-117.6310043,0.2,0.03,308.14
-117.6310042,0.21,0.04,308.14
-117.6310041,0.21,0.06,308.14
-117.6310039,0.21,0.03,308.14
-117.6310037,0.21,0.04,308.14
-117.6310035,0.21,0.04,308.14
-117.6310033,0.2,0.04,308.14
-117.6310031,0.19,0.04,308.14
-117.6310029,0.18,0.03,308.14
-117.6310027,0.17,0.04,308.14
-117.6310025,0.16,0.02,308.14
-117.6310024,0.14,0.03,308.14
-117.6310023,0.13,0.02,308.14
-117.6310021,0.12,0.01,308.14
-117.6310019,0.11,0.06,308.14
-117.6310018,0.1,0.04,308.14
-117.6310017,0.08,0.04,308.14
-117.6310015,0.07,0.02,308.14
-117.6310014,0.07,0.04,308.14
-117.6310013,0.07,0.02,308.14
-117.6310012,0.07,0.04,308.14
-117.6310012,0.07,0.04,308.14
-117.631001,0.08,0.03,308.14
-117.6310009,0.08,0.03,308.14
-117.6310007,0.08,0.02,308.14
-117.6310006,0.09,0.03,308.14
-117.6310005,0.09,0.03,308.14
-117.6310005,0.1,0,308.14
-117.6310004,0.1,0.03,308.14
-117.6310003,0.11,0.03,308.14
-117.6310003,0.11,0.02,308.14
-117.6310003,0.12,0.04,308.14
-117.6310002,0.12,0.03,308.14
-117.6310001,0.12,0.04,308.14
-117.6310001,0.12,0.02,308.14
-117.631,0.11,0.06,308.14
-117.6309998,0.1,0.02,308.14
-117.6309998,0.09,0.01,308.14
-117.6309999,0.08,0.04,308.14
-117.6309999,0.07,0.02,308.14
-117.6309999,0.05,0.04,308.14
-117.6309999,0.04,0.06,308.14
-117.6309998,0.03,0.03,308.14
-117.6309998,0.02,0.02,308.14
-117.6309997,0.02,0.03,308.14
-117.6309995,0.02,0,308.14
-117.6309995,0.02,0.01,308.14
-117.6309995,0.02,0.01,308.14
-117.6309994,0.02,0.02,308.14
-117.6309995,0.02,0.04,308.14
-117.6309995,0.03,0.03,308.14
-117.6309996,0.04,0.02,308.14
-117.6309997,0.05,0.06,308.14
-117.6309999,0.05,0.04,308.14
-117.631,0.05,0.03,308.14
-117.6310001,0.04,0.03,308.14
-117.6310002,0.04,0.03,308.14
-117.6310003,0.04,0.01,308.14
-117.6310003,0.04,0.04,308.14
-117.6310003,0.03,0.02,308.14
-117.6310004,0.03,0.04,308.14
-117.6310005,0.03,0.04,308.14
-117.6310006,0.02,0.04,308.14
-117.6310006,0.01,0,308.14
-117.6310006,0,0.01,308.14
-117.6310006,-0.01,0.03,308.14
-117.6310006,-0.02,0.01,308.14
-117.6310006,-0.03,0.09,308.14
-117.6310006,-0.04,0.04,308.14
-117.6310006,-0.05,0.02,308.14
-117.6310005,-0.05,0.06,308.14
-117.6310005,-0.06,0.02,308.14
-117.6310005,-0.06,0.02,308.14
-117.6310006,-0.07,0.04,308.14
-117.6310005,-0.08,0.03,308.14
-117.6310005,-0.09,0.04,308.14
-117.6310005,-0.09,0.02,308.14
-117.6310005,-0.1,0.07,308.14
-117.6310006,-0.1,0,308.14
-117.6310006,-0.11,0.04,308.14
-117.6310006,-0.11,0.06,308.14
-117.6310007,-0.11,0.03,308.14
-117.6310007,-0.12,0.04,308.14
-117.6310007,-0.12,0.04,308.14
-117.6310008,-0.13,0.01,308.14
-117.6310008,-0.14,0.04,308.14
-117.6310009,-0.14,0.06,308.14
-117.6310009,-0.15,0.04,308.14
-117.6310009,-0.15,0.08,308.14
-117.631001,-0.16,0.06,308.14
-117.631001,-0.16,0.04,308.14
-117.631001,-0.17,0.02,308.14
-117.6310011,-0.17,0.01,308.14
-117.6310012,-0.17,0.09,308.14
-117.6310013,-0.17,0.04,308.14
-117.6310014,-0.17,0.06,308.14
-117.6310014,-0.18,0.03,308.14
-117.6310015,-0.18,0.02,308.14
-117.6310016,-0.19,0.06,308.14
-117.6310016,-0.19,0.02,308.14
-117.6310017,-0.18,0.02,308.14
-117.6310018,-0.18,0,308.14
-117.6310019,-0.18,0.02,308.14
-117.631002,-0.18,0.04,308.14
-117.6310021,-0.18,0.02,308.14
-117.6310021,-0.18,0.02,308.14
-117.6310023,-0.17,0.04,308.14
-117.6310024,-0.17,0.04,308.14
-117.6310025,-0.16,0.04,308.14
-117.6310026,-0.15,0.06,308.14
-117.6310028,-0.14,0.07,308.14
-117.631003,-0.13,0.02,308.14
-117.6310032,-0.11,0.04,308.14
-117.6310034,-0.1,0.01,308.14
-117.6310036,-0.09,0.04,308.14
-117.6310037,-0.08,0.04,308.14
-117.631004,-0.07,0.04,308.14
-117.6310042,-0.06,0.04,308.14
-117.6310044,-0.05,0.01,308.14
-117.6310046,-0.05,0.03,308.14
-117.6310048,-0.04,0.03,308.14
-117.6310051,-0.04,0.06,308.14
-117.6310054,-0.04,0.04,308.14
-117.6310056,-0.03,0.02,308.14
-117.6310058,-0.03,0.04,308.14
-117.631006,-0.03,0.04,308.14
-117.6310061,-0.02,0.04,308.14
-117.6310063,-0.02,0.04,308.14
-117.6310065,-0.02,0.02,308.14
-117.6310066,-0.03,0.04,308.14
-117.6310068,-0.03,0.03,308.14
-117.6310069,-0.04,0.03,308.14
-117.6310071,-0.04,0.09,308.14
-117.6310072,-0.05,0.04,308.14
-117.6310074,-0.06,0.04,308.14
-117.6310076,-0.07,0.03,308.14
-117.6310078,-0.08,0.02,308.14
-117.631008,-0.09,0.03,308.14
-117.6310082,-0.1,0.02,308.14
-117.6310083,-0.11,0.04,308.14
-117.6310083,-0.11,0.03,308.14
-117.6310084,-0.11,0.06,308.14
-117.6310084,-0.11,0.03,308.14
-117.6310084,-0.1,0.01,308.14
-117.6310084,-0.1,0.02,308.14
-117.6310085,-0.1,0.04,308.14
-117.6310085,-0.09,0.04,308.14
-117.6310086,-0.08,0.02,308.14
-117.6310088,-0.08,0.03,308.14
-117.631009,-0.07,0.07,308.14
-117.631009,-0.06,0.03,308.14
-117.6310092,-0.03,0.02,308.14
-117.6310093,-0.02,0.06,308.14
-117.6310093,-0.01,0.03,308.14
-117.6310094,0,0.03,308.14
-117.6310094,0.01,0.01,308.14
-117.6310095,0.02,0.06,308.14
-117.6310097,0.02,0.04,308.14
-117.6310098,0.02,0.01,308.14
-117.6310099,0.02,0.02,308.14
-117.63101,0.02,0.01,308.14
-117.63101,0.02,0.02,308.14
-117.63101,0.02,0.07,308.14
-117.63101,0.02,0.03,308.14
-117.6310101,0.02,0.01,308.14
-117.6310101,0.01,0.02,308.14
-117.63101,0.01,0.04,308.14
-117.63101,0,0.04,308.14
-117.63101,-0.01,0.03,308.14
-117.6310102,-0.02,0.04,308.14
-117.6310103,-0.03,0.04,308.14
-117.6310103,-0.05,0.03,308.14
-117.6310105,-0.06,0.02,308.14
-117.6310107,-0.07,0.01,308.14
-117.6310108,-0.08,0.04,308.14
-117.6310109,-0.08,0.04,308.14
-117.631011,-0.09,0.04,308.14
-117.6310111,-0.1,0.04,308.14
-117.6310112,-0.1,0.02,308.14
-117.6310113,-0.11,0.02,308.14
-117.6310114,-0.11,0.06,308.14
-117.6310114,-0.12,0.04,308.14
-117.6310114,-0.12,0.04,308.14
-117.6310114,-0.12,0.04,308.14
-117.6310116,-0.12,0.06,308.14
-117.6310117,-0.12,0.04,308.14
-117.6310118,-0.13,0.07,308.14
-117.6310118,-0.13,0.03,308.14
-117.6310119,-0.14,0.04,308.14
-117.631012,-0.14,0.03,308.14
-117.6310121,-0.15,0.06,308.14
-117.6310123,-0.15,0.01,308.14
